sick_cd_3,sick_cd_4,sick_desc_kor,sick_desc_eng,gender,age_limit_u,age_limit_l
X70,X705,"목맴, 교액 및 질식에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by hanging, strangulation and suffocation, trade and service area",,,
X70,X706,"목맴, 교액 및 질식에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by hanging, strangulation and suffocation, industrial and construction area",,,
X70,X707,"목맴, 교액 및 질식에 의한 의도적 자해, 농장","Intentional self-harm by hanging, strangulation and suffocation, farm",,,
X70,X708,"목맴, 교액 및 질식에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by hanging, strangulation and suffocation, other specified places",,,
X70,X709,"목맴, 교액 및 질식에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by hanging, strangulation and suffocation, unspecified place",,,
X71,,익사 및 익수에 의한 의도적 자해,Intentional self-harm by drowning and submersion,,,
X71,X710,"익사 및 익수에 의한 의도적 자해, 주택","Intentional self-harm by drowning and submersion, home",,,
X71,X711,"익사 및 익수에 의한 의도적 자해, 집단거주시설","Intentional self-harm by drowning and submersion, residential institution",,,
X71,X712,"익사 및 익수에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by drowning and submersion, school, other institution and public administrative area",,,
X71,X713,"익사 및 익수에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by drowning and submersion, sports and athletics area",,,
X71,X714,"익사 및 익수에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by drowning and submersion, street and highway",,,
X71,X715,"익사 및 익수에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by drowning and submersion, trade and service area",,,
X71,X716,"익사 및 익수에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by drowning and submersion, industrial and construction area",,,
X71,X717,"익사 및 익수에 의한 의도적 자해, 농장","Intentional self-harm by drowning and submersion, farm",,,
X71,X718,"익사 및 익수에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by drowning and submersion, other specified places",,,
X71,X719,"익사 및 익수에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by drowning and submersion, unspecified place",,,
X72,,권총발사에 의한 의도적 자해,Intentional self-harm by handgun discharge,,,
X72,X720,"권총발사에 의한 의도적 자해, 주택","Intentional self-harm by handgun discharge, home",,,
X72,X721,"권총발사에 의한 의도적 자해, 집단거주시설","Intentional self-harm by handgun discharge, residential institution",,,
X72,X722,"권총발사에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by handgun discharge, school, other institution and public administrative area",,,
X72,X723,"권총발사에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by handgun discharge, sports and athletics area",,,
X72,X724,"권총발사에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by handgun discharge, street and highway",,,
X72,X725,"권총발사에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by handgun discharge, trade and service area",,,
X72,X726,"권총발사에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by handgun discharge, industrial and construction area",,,
X72,X727,"권총발사에 의한 의도적 자해, 농장","Intentional self-harm by handgun discharge, farm",,,
X72,X728,"권총발사에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by handgun discharge, other specified places",,,
X72,X729,"권총발사에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by handgun discharge, unspecified place",,,
X73,,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해","Intentional self-harm by rifle, shotgun and larger firearm discharge",,,
X73,X730,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 주택","Intentional self-harm by rifle, shotgun and larger firearm discharge, home",,,
X73,X731,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 집단거주시설","Intentional self-harm by rifle, shotgun and larger firearm discharge, residential",,,
X73,X732,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by rifle, shotgun and larger firearm discharge, school, other institution and public administrative area",,,
X73,X733,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by rifle, shotgun and larger firearm discharge, sports and athletics area",,,
X73,X734,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by rifle, shotgun and larger firearm discharge, street and highway",,,
X73,X735,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by rifle, shotgun and larger firearm discharge, trade and service area",,,
X73,X736,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by rifle, shotgun and larger firearm discharge, industrial and construction area",,,
X73,X737,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 농장","Intentional self-harm by rifle, shotgun and larger firearm discharge, farm",,,
X73,X738,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by rifle, shotgun and larger firearm discharge, other specified places",,,
X73,X739,"라이플, 엽총 및 기타 큰 화기발사에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by rifle, shotgun and larger firearm discharge, unspecified place",,,
X74,,기타 및 상세불명의 화기발사에 의한 의도적 자해,Intentional self-harm by other and unspecified firearm discharge,,,
X74,X740,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 주택","Intentional self-harm by other and unspecified firearm discharge, home",,,
X74,X741,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 집단거주시설","Intentional self-harm by other and unspecified firearm discharge, residential institution",,,
X74,X742,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by other and unspecified firearm discharge, school, other institution and public administrative area",,,
X74,X743,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by other and unspecified firearm discharge, sports and athletics area",,,
X74,X744,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by other and unspecified firearm discharge, street and highway",,,
X74,X745,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by other and unspecified firearm discharge, trade and service area",,,
X74,X746,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by other and unspecified firearm discharge, industrial and construction area",,,
X74,X747,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 농장","Intentional self-harm by other and unspecified firearm discharge, farm",,,
X74,X748,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by other and unspecified firearm discharge, other specified places",,,
X74,X749,"기타 및 상세불명의 화기발사에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by other and unspecified firearm discharge, unspecified place",,,
X75,,폭발성 물질에 의한 의도적 자해,Intentional self-harm by explosive material,,,
X75,X750,"폭발성 물질에 의한 의도적 자해, 주택","Intentional self-harm by explosive material, home",,,
X75,X751,"폭발성 물질에 의한 의도적 자해, 집단거주시설","Intentional self-harm by explosive material, residential institution",,,
X75,X752,"폭발성 물질에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by explosive material, school, other institution and public administrative area",,,
X75,X753,"폭발성 물질에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by explosive material, sports and athletics area",,,
X75,X754,"폭발성 물질에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by explosive material, street and highway",,,
X75,X755,"폭발성 물질에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by explosive material, trade and service area",,,
X75,X756,"폭발성 물질에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by explosive material, industrial and construction area",,,
X75,X757,"폭발성 물질에 의한 의도적 자해, 농장","Intentional self-harm by explosive material, farm",,,
X75,X758,"폭발성 물질에 의한 의도적 자해, 기타 명시된폭발성 물질에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by explosive material, other specified places",,,
X75,X759,"폭발성 물질에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by explosive material, unspecified place",,,
X76,,"연기, 불 및 불꽃에 의한 의도적 자해","Intentional self-harm by smoke, fire and flames",,,
X76,X760,"연기, 불 및 불꽃에 의한 의도적 자해, 주택","Intentional self-harm by somke, fire and flames, home",,,
X76,X761,"연기, 불 및 불꽃에 의한 의도적 자해, 집단거주시설","Intentional self-harm by somke, fire and flames, residential institution",,,
X76,X762,"연기, 불 및 불꽃에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by somke, fire and flames, school, other institution and public administrative area",,,
X76,X763,"연기, 불 및 불꽃에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by somke, fire and flames, sports and athletics area",,,
X76,X764,"연기, 불 및 불꽃에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by somke, fire and flames, street and highway",,,
X76,X765,"연기, 불 및 불꽃에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by somke, fire and flames, trade and service area",,,
X76,X766,"연기, 불 및 불꽃에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by somke, fire and flames, industrial and construction area",,,
X76,X767,"연기, 불 및 불꽃에 의한 의도적 자해, 농장","Intentional self-harm by somke, fire and flames, farm",,,
X76,X768,"연기, 불 및 불꽃에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by somke, fire and flames, other specified places",,,
X76,X769,"연기, 불 및 불꽃에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by somke, fire and flames, unspecified place",,,
X77,,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해","Intentional self-harm by steam, hot vapours and hot objects",,,
X77,X770,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 주택","Intentional self-harm by steam, hot vapours and hot objects, home",,,
X77,X771,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 집단거주시설","Intentional self-harm by steam, hot vapours and hot objects, residential institution",,,
X77,X772,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by steam, hot vapours and hot objects, school, other institution and public administrative area",,,
X77,X773,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by steam, hot vapours and hot objects, sports and athletics area",,,
X77,X774,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by steam, hot vapours and hot objects, street and highway",,,
X77,X775,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by steam, hot vapours and hot objects, trade and service area",,,
X77,X776,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by steam, hot vapours and hot objects, industrial and construction area",,,
X77,X777,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 농장","Intentional self-harm by steam, hot vapours and hot objects, farm",,,
X77,X778,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by steam, hot vapours and hot objects, other specified places",,,
X77,X779,"증기, 뜨거운 김 및 뜨거운 물체에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by steam, hot vapours and hot objects, unspecified place",,,
X78,,예리한 물체에 의한 의도적 자해,Intentional self-harm by sharp object,,,
X78,X780,"예리한 물체에 의한 의도적 자해, 주택","Intentional self-harm by sharp object, home",,,
X78,X781,"예리한 물체에 의한 의도적 자해, 집단거주시설","Intentional self-harm by sharp object, residential institution",,,
X78,X782,"예리한 물체에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by sharp object, school, other institution and public administrative area",,,
X78,X783,"예리한 물체에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by sharp object, sports and athletics area",,,
X78,X784,"예리한 물체에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by sharp object, street and highway",,,
X78,X785,"예리한 물체에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by sharp object, trade and service area",,,
X78,X786,"예리한 물체에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by sharp object, industrial and construction area",,,
X78,X787,"예리한 물체에 의한 의도적 자해, 농장","Intentional self-harm by sharp object, farm",,,
X78,X788,"예리한 물체에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by sharp object, other specified places",,,
X78,X789,"예리한 물체에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by sharp object, unspecified place",,,
X79,,둔한 물체에 의한 의도적 자해,Intentional self-harm by blunt object,,,
X79,X790,"둔한 물체에 의한 의도적 자해, 주택","Intentional self-harm by blunt object, home",,,
X79,X791,"둔한 물체에 의한 의도적 자해, 집단거주시설","Intentional self-harm by blunt object, residential institution",,,
X79,X792,"둔한 물체에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by blunt object, school, other institution and public administrative area",,,
X79,X793,"둔한 물체에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by blunt object, sports and athletics area",,,
X79,X794,"둔한 물체에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by blunt object, street and highway",,,
X79,X795,"둔한 물체에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by blunt object, trade and service area",,,
X79,X796,"둔한 물체에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by blunt object, industrial and construction area",,,
X79,X797,"둔한 물체에 의한 의도적 자해, 농장","Intentional self-harm by blunt object, farm",,,
X79,X798,"둔한 물체에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by blunt object, other specified places",,,
X79,X799,"둔한 물체에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by blunt object, unspecified place",,,
X80,,높은 곳에서 뛰어내림에 의한 의도적 자해,Intentional self-harm by jumping from a high place,,,
X80,X800,"높은 곳에서 뛰어내림에 의한 의도적 자해, 주택","Intentional self-harm by jumping from a high place, home",,,
X80,X801,"높은 곳에서 뛰어내림에 의한 의도적 자해, 집단거주시설","Intentional self-harm by jumping from a high place, residential institution",,,
X80,X802,"높은 곳에서 뛰어내림에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by jumping from a high place, school, other institution and public administrative area",,,
X80,X803,"높은 곳에서 뛰어내림에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by jumping from a high place, sports and athletics area",,,
X80,X804,"높은 곳에서 뛰어내림에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by jumping from a high place, street and highway",,,
X80,X805,"높은 곳에서 뛰어내림에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by jumping from a high place, trade and service area",,,
X80,X806,"높은 곳에서 뛰어내림에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by jumping from a high place, industrial and construction",,,
X80,X807,"높은 곳에서 뛰어내림에 의한 의도적 자해, 농장","Intentional self-harm by jumping from a high place, farm",,,
X80,X808,"높은 곳에서 뛰어내림에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by jumping from a high place, other specified places",,,
X80,X809,"높은 곳에서 뛰어내림에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by jumping from a high place, unspecified place",,,
X81,,움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해,Intentional self-harm by jumping or lying before moving object,,,
X81,X810,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 주택","Intentional self-harm by jumping or lying before moving object, home",,,
X81,X811,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 집단거주시설","Intentional self-harm by jumping or lying before moving object, residential institution",,,
X81,X812,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by jumping or lying before moving object, school, other institution and public administrative area",,,
X81,X813,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by jumping or lying before moving object, sports and athletics area",,,
X81,X814,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by jumping or lying before moving object, street and highway",,,
X81,X815,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by jumping or lying before moving object, trade and service area",,,
X81,X816,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by jumping or lying before moving object, industrial and construction area",,,
X81,X817,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 농장","Intentional self-harm by jumping or lying before moving object, farm",,,
X81,X818,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by jumping or lying before moving object, other specified places",,,
X81,X819,"움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by jumping or lying before moving object, unspecified place",,,
X82,,자동차의 충돌에 의한 의도적 자해,Intentional self-harm by crashing of motor vehicle,,,
X82,X820,"자동차의 충돌에 의한 의도적 자해, 주택","Intentional self-harm by crashing of motor vehicle, home",,,
X82,X821,"자동차의 충돌에 의한 의도적 자해, 집단거주시설","Intentional self-harm by crashing of motor vehicle, residential institution",,,
X82,X822,"자동차의 충돌에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by crashing of motor vehicle, school, other institution and public administrative area",,,
X82,X823,"자동차의 충돌에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by crashing of motor vehicle, sports and athletics area",,,
X82,X824,"자동차의 충돌에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by crashing of motor vehicle, street and highway",,,
X82,X825,"자동차의 충돌에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by crashing of motor vehicle, trade and service area",,,
X82,X826,"자동차의 충돌에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by crashing of motor vehicle, industrial and construction area",,,
X82,X827,"자동차의 충돌에 의한 의도적 자해, 농장","Intentional self-harm by crashing of motor vehicle, farm",,,
X82,X828,"자동차의 충돌에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by crashing of motor vehicle, other specified places",,,
X82,X829,"자동차의 충돌에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by crashing of motor vehicle, unspecified place",,,
X83,,기타 명시된 수단에 의한 의도적 자해,Intentional self-harm by  other specified means,,,
X83,X830,"기타 명시된 수단에 의한 의도적 자해, 주택","Intentional self-harm by other specified means, home",,,
X83,X831,"기타 명시된 수단에 의한 의도적 자해, 집단거주시설","Intentional self-harm by other specified means, residential institution",,,
X83,X832,"기타 명시된 수단에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by other specified means, school, other institution and public administrative area",,,
X83,X833,"기타 명시된 수단에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by other specified means, sports and athletics area",,,
X83,X834,"기타 명시된 수단에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by other specified means, street and highway",,,
X83,X835,"기타 명시된 수단에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by other specified means, trade and service area",,,
X83,X836,"기타 명시된 수단에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by other specified means, industrial and construction area",,,
X83,X837,"기타 명시된 수단에 의한 의도적 자해, 농장","Intentional self-harm by other specified means, farm",,,
X83,X838,"기타 명시된 수단에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by other specified means, other specified places",,,
X83,X839,"기타 명시된 수단에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by other specified means, unspecified place",,,
X84,,상세불명의 수단에 의한 의도적 자해,Intentional self-harm by unspecified means,,,
X84,X840,"상세불명의 수단에 의한 의도적 자해, 주택","Intentional self-harm by unspecified means, home",,,
X84,X841,"상세불명의 수단에 의한 의도적 자해, 집단거주시설","Intentional self-harm by unspecified means, residential institution",,,
X84,X842,"상세불명의 수단에 의한 의도적 자해, 학교, 기타 시설 및 공공행정 구역","Intentional self-harm by unspecified means, school, other institution and public administrative area",,,
X84,X843,"상세불명의 수단에 의한 의도적 자해, 운동 및 경기장","Intentional self-harm by unspecified means, sports and athletics area",,,
X84,X844,"상세불명의 수단에 의한 의도적 자해, 도로 및 고속도로","Intentional self-harm by unspecified means, street and highway",,,
X84,X845,"상세불명의 수단에 의한 의도적 자해, 상업 및 서비스 구역","Intentional self-harm by unspecified means, trade and service area",,,
X84,X846,"상세불명의 수단에 의한 의도적 자해, 산업 및 건설지역","Intentional self-harm by unspecified means, industrial and construction area",,,
X84,X847,"상세불명의 수단에 의한 의도적 자해, 농장","Intentional self-harm by unspecified means, farm",,,
X84,X848,"상세불명의 수단에 의한 의도적 자해, 기타 명시된 장소","Intentional self-harm by unspecified means, other specified places",,,
X84,X849,"상세불명의 수단에 의한 의도적 자해, 상세불명 장소","Intentional self-harm by unspecified means, unspecified place",,,
X85,,"약물, 약제 및 생물학적 물질에 의한 가해","Assault by drugs, medicaments and biological substances",,,
X85,X850,"약물, 약제 및 생물학적 물질에 의한 가해, 주택","Assault by drugs, medicaments and biological substances, home",,,
X85,X851,"약물, 약제 및 생물학적 물질에 의한 가해, 집단거주시설","Assault by drugs, medicaments and biological substances, residential institution",,,
X85,X852,"약물, 약제 및 생물학적 물질에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by drugs, medicaments and biological substances, school, other institution and public administrative area",,,
X85,X853,"약물, 약제 및 생물학적 물질에 의한 가해, 운동 및 경기장","Assault by drugs, medicaments and biological substances, sports and athletics area",,,
X85,X854,"약물, 약제 및 생물학적 물질에 의한 가해, 도로 및 고속도로","Assault by drugs, medicaments and biological substances, street and highway",,,
X85,X855,"약물, 약제 및 생물학적 물질에 의한 가해, 상업 및 서비스 구역","Assault by drugs, medicaments and biological substances, trade and service area",,,
X85,X856,"약물, 약제 및 생물학적 물질에 의한 가해, 산업 및 건설지역","Assault by drugs, medicaments and biological substances, industrial and construction area",,,
X85,X857,"약물, 약제 및 생물학적 물질에 의한 가해, 농장","Assault by drugs, medicaments and biological substances, farm",,,
X85,X858,"약물, 약제 및 생물학적 물질에 의한 가해, 기타 명시된 장소","Assault by drugs, medicaments and biological substances, other specified places",,,
X85,X859,"약물, 약제 및 생물학적 물질에 의한 가해, 상세불명 장소","Assault by drugs, medicaments and biological substances, unspecified place",,,
X86,,부식성 물질에 의한 가해,Assault by corrosive substance,,,
X86,X860,"부식성 물질에 의한 가해, 주택","Assault by corrosive substances, home",,,
X86,X861,"부식성 물질에 의한 가해, 집단거주시설","Assault by corrosive substances, residential institution",,,
X86,X862,"부식성 물질에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by corrosive substances, school, other institution and public administrative area",,,
X86,X863,"부식성 물질에 의한 가해, 운동 및 경기장","Assault by corrosive substances, sports and athletics area",,,
X86,X864,"부식성 물질에 의한 가해, 도로 및 고속도로","Assault by corrosive substances, street and highway",,,
X86,X865,"부식성 물질에 의한 가해, 상업 및 서비스 구역","Assault by corrosive substances, trade and service area",,,
X86,X866,"부식성 물질에 의한 가해, 산업 및 건설지역","Assault by corrosive substances, industrial and construction area",,,
X86,X867,"부식성 물질에 의한 가해, 농장","Assault by corrosive substances, farm",,,
X86,X868,"부식성 물질에 의한 가해, 기타 명시된 장소","Assault by corrosive substances, other specified places",,,
X86,X869,"부식성 물질에 의한 가해, 상세불명 장소","Assault by corrosive substances, unspecified place",,,
X87,,유해생물방제제(농약)에 의한 가해,Assault by pesticides,,,
X87,X870,"유해생물방제제(농약)에 의한 가해, 주택","Assault by pesticides, home",,,
X87,X871,"유해생물방제제(농약)에 의한 가해, 집단거주시설","Assault by pesticides, residential institution",,,
X87,X872,"유해생물방제제(농약)에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by pesticides, school, other institution and public administrative area",,,
X87,X873,"유해생물방제제(농약)에 의한 가해, 운동 및 경기장","Assault by pesticides, sports and athletics area",,,
X87,X874,"유해생물방제제(농약)에 의한 가해, 도로 및 고속도로","Assault by pesticides, street and highway",,,
X87,X875,"유해생물방제제(농약)에 의한 가해, 상업 및 서비스 구역","Assault by pesticides, trade and service area",,,
X87,X876,"유해생물방제제(농약)에 의한 가해, 산업 및 건설지역","Assault by pesticides, industrial and construction area",,,
X87,X877,"유해생물방제제(농약)에 의한 가해, 농장","Assault by pesticides, farm",,,
X87,X878,"유해생물방제제(농약)에 의한 가해, 기타 명시된 장소","Assault by pesticides, other specified places",,,
X87,X879,"유해생물방제제(농약)에 의한 가해, 상세불명 장소","Assault by pesticides, unspecified place",,,
X88,,가스 및 휘발성 물질에 의한 가해,Assault by gases and vapours,,,
X88,X880,"가스 및 휘발성 물질에 의한 가해, 주택","Assault by gases and vapours, home",,,
X88,X881,"가스 및 휘발성 물질에 의한 가해, 집단거주시설","Assault by gases and vapours, residential institution",,,
X88,X882,"가스 및 휘발성 물질에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by gases and vapours, school, other institution and public administrative area",,,
X88,X883,"가스 및 휘발성 물질에 의한 가해, 운동 및 경기장","Assault by gases and vapours, sports and athletics area",,,
X88,X884,"가스 및 휘발성 물질에 의한 가해, 도로 및 고속도로","Assault by gases and vapours, street and highway",,,
X88,X885,"가스 및 휘발성 물질에 의한 가해, 상업 및 서비스 구역","Assault by gases and vapours, trade and service area",,,
X88,X886,"가스 및 휘발성 물질에 의한 가해, 산업 및 건설지역","Assault by gases and vapours, industrial and construction area",,,
X88,X887,"가스 및 휘발성 물질에 의한 가해, 농장","Assault by gases and vapours, farm",,,
X88,X888,"가스 및 휘발성 물질에 의한 가해, 기타 명시된 장소","Assault by gases and vapours, other specified places",,,
X88,X889,"가스 및 휘발성 물질에 의한 가해, 상세불명 장소","Assault by gases and vapours, unspecified place",,,
X89,,기타 명시된 화학물질 및 독성물질에 의한 가해,Assault by other specified chemicals and noxious substances,,,
X89,X890,"기타 명시된 화학물질 및 독성물질에 의한 가해, 주택","Assault by other specified chemicals and noxious substances, home",,,
X89,X891,"기타 명시된 화학물질 및 독성물질에 의한 가해, 집단거주시설","Assault by other specified chemicals and noxious substances, residential institution",,,
X89,X892,"기타 명시된 화학물질 및 독성물질에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by other specified chemicals and noxious substances, school, other institution and public administrative area",,,
X89,X893,"기타 명시된 화학물질 및 독성물질에 의한 가해, 운동 및 경기장","Assault by other specified chemicals and noxious substances, sports and athletics area",,,
X89,X894,"기타 명시된 화학물질 및 독성물질에 의한 가해, 도로 및 고속도로","Assault by other specified chemicals and noxious substances, street and highway",,,
X89,X895,"기타 명시된 화학물질 및 독성물질에 의한 가해, 상업 및 서비스 구역","Assault by other specified chemicals and noxious substances, trade and service area",,,
X89,X896,"기타 명시된 화학물질 및 독성물질에 의한 가해, 산업 및 건설지역","Assault by other specified chemicals and noxious substances, industrial and construction area",,,
X89,X897,"기타 명시된 화학물질 및 독성물질에 의한 가해, 농장","Assault by other specified chemicals and noxious substances, farm",,,
X89,X898,"기타 명시된 화학물질 및 독성물질에 의한 가해, 기타 명시된 장소","Assault by other specified chemicals and noxious substances, other specified places",,,
X89,X899,"기타 명시된 화학물질 및 독성물질에 의한 가해, 상세불명 장소","Assault by other specified chemicals and noxious substances, unspecified place",,,
X90,,상세불명의 화학물질 또는 독성물질에 의한 가해,Assault by unspecified chemical or noxious substances,,,
X90,X900,"상세불명의 화학물질 또는 독성물질에 의한 가해, 주택","Assault by unspecified chemicals or noxious substances, home",,,
X90,X901,"상세불명의 화학물질 또는 독성물질에 의한 가해, 집단거주시설","Assault by unspecified chemicals or noxious substances, residential institution",,,
